CFL,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconFluxField,HybridReconScalarField,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,0.9820870637893677,117.97849394083023,422.8538015961647,0.0,0.2228008329868203,3.364044004678726,103.00715200901031,43.36650996804237,71.24292597174644,114.6144499361515,200.8860685825348,0.0,423.07660242915154,422.8939665555954,0.0,0.17356091737747192,0.00334433913230896,4.519214898347855,2.179263710975647,27.736837977170943,0.022006088495254518,451.2309724330902,BDM,2,524288,40,8,5505024
