InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
3,1,1,1.6763893412105632e-06,62.5
3,1,2,1.7004554809859897e-06,62.5
3,1,3,1.1978496756919235e-06,62.5
3,1,4,1.2275207310414714e-06,62.5
3,1,1,2.0443422518746718e-06,125.0
3,1,2,2.0594620654389933e-06,125.0
3,1,3,8.489302187151975e-07,125.0
3,1,4,1.097833511988915e-06,125.0
3,1,1,1.7277653180477616e-06,187.5
3,1,2,1.7476104730966354e-06,187.5
3,1,3,1.244539394905896e-06,187.5
3,1,4,1.3145223540243728e-06,187.5
3,1,1,1.9901981298795864e-06,250.0
3,1,2,2.0086439485944506e-06,250.0
3,1,3,9.070158959538545e-07,250.0
3,1,4,1.1054266044886855e-06,250.0
3,1,1,1.776517664044352e-06,312.5
3,1,2,1.7941165996179843e-06,312.5
3,1,3,1.2768485547520257e-06,312.5
3,1,4,1.3719931580727306e-06,312.5
3,1,1,1.9614395942600745e-06,375.0
3,1,2,1.979024165492146e-06,375.0
3,1,3,9.117528457571806e-07,375.0
3,1,4,1.108324642872838e-06,375.0
3,1,1,1.8068274344442698e-06,437.5
3,1,2,1.8219183223426907e-06,437.5
3,1,3,1.241751983911274e-06,437.5
3,1,4,1.253761519890799e-06,437.5
3,1,1,1.9370178676532186e-06,500.0
3,1,2,1.9527572327346304e-06,500.0
3,1,3,9.575059038856145e-07,500.0
3,1,4,1.1125615402309666e-06,500.0
3,1,1,1.8346095641420992e-06,562.5
3,1,2,1.8486082585205427e-06,562.5
3,1,3,1.1796670352271123e-06,562.5
3,1,4,1.1775829515275915e-06,562.5
3,1,1,1.9239056566298966e-06,625.0
3,1,2,1.937399642880012e-06,625.0
3,1,3,1.0010469921902447e-06,625.0
3,1,4,1.1236804564567417e-06,625.0
3,1,1,1.857830963182097e-06,687.5
3,1,2,1.8709567534262887e-06,687.5
3,1,3,1.1216854305969874e-06,687.5
3,1,4,1.153596420158263e-06,687.5
3,1,1,1.914761763231129e-06,750.0
3,1,2,1.925829031546077e-06,750.0
3,1,3,1.039027025093133e-06,750.0
3,1,4,1.1330475401651042e-06,750.0
3,1,1,1.8729105676959115e-06,812.5
3,1,2,1.885008667679695e-06,812.5
3,1,3,1.0975370802816754e-06,812.5
3,1,4,1.1403928299470606e-06,812.5
3,1,1,1.90832408758033e-06,875.0
3,1,2,1.9178662980725393e-06,875.0
3,1,3,1.0912738357177906e-06,875.0
3,1,4,1.1460199806495573e-06,875.0
3,1,1,1.8858460808289542e-06,937.5
3,1,2,1.896973032114289e-06,937.5
3,1,3,1.095286826365884e-06,937.5
3,1,4,1.1422944874437507e-06,937.5
3,1,1,1.9056033637211705e-06,1000.0
3,1,2,1.9140003084413606e-06,1000.0
3,1,3,1.1129856194630187e-06,1000.0
3,1,4,1.148768311472705e-06,1000.0
3,1,1,1.8957003999524074e-06,1062.5
3,1,2,1.9055981699721605e-06,1062.5
3,1,3,1.100159557705709e-06,1062.5
3,1,4,1.1446711832983968e-06,1062.5
3,1,1,1.9048722093477513e-06,1125.0
3,1,2,1.9124247961667743e-06,1125.0
3,1,3,1.1245232941562755e-06,1125.0
3,1,4,1.1473810362405945e-06,1125.0
3,1,1,1.8997678908388485e-06,1187.5
3,1,2,1.908322846072384e-06,1187.5
3,1,3,1.1369383731090272e-06,1187.5
3,1,4,1.1570877745876249e-06,1187.5
3,1,1,1.9037783984228377e-06,1250.0
3,1,2,1.9110138996404583e-06,1250.0
3,1,3,1.1547426471528237e-06,1250.0
3,1,4,1.1502163398763459e-06,1250.0
