CFL,Dt,DxMax,KSPF0,KSPFSLow,KSPSchur,KSPother,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.4043196881815445,62.5,37378.88963085026,0.523205554485321,0.5333849608898162,55.82894982695579,3.682916337251662,60.568456679582596,57.69346632361412,0.0,1.2930790483951569,2.3757435083389282,1.90794894695282,1.749769961833954,0.0025756359100341797,62.331550878286365,RT,1,524288,40,8,1310720
