CFL,Dt,DxMax,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.4043196881815445,62.5,37378.88963085026,0.2819458246231079,4.22744191288948,10.245333659648896,0.0,0.011508691310883279,0.2436724603176117,2.5373728036880494,3.9837694525718685,3.1985731184482575,0.0,10.256842350959777,10.249247974157333,0.0,0.08396127820014954,0.000853961706161499,13.554996609687805,12.997358626127243,1.7499691843986511,0.002543437480926514,12.018456542491913,RT,1,524288,40,8,1310720
