CFL,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconFluxField,HybridReconScalarField,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,0.29623996615409853,27.243663012981415,80.79563700556756,0.0,0.06300508975982666,1.1359026730060577,16.520871615409852,10.640395903587342,15.462984603643417,26.107760339975357,36.734862411022185,0.0,80.85864209532738,80.81717040538788,0.0,0.08907920122146606,0.0007188618183135986,1.3835157930850983,0.8957264363765717,10.544945412874222,0.012128138542175293,91.47463189959527,RT,1,524288,40,8,1310720
