CFL,Dt,DxMax,KSPF0,KSPFSLow,KSPSchur,KSPother,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,nsteps,num_cells,num_processes,refinement_level,total_dofs
0.5579569742909672,100.0,43338.16891690721,2.426637727022171,2.5170290946960447,280.6900215804577,14.467751240730252,300.1014396429062,287.43358152508733,0.0,0.07567790746688843,0.268081271648407,1.444677436351776,1.9954070627689362,0.004675543308258057,302.1540336549282,BDM,2,25,327680,40,7,3440640
