CFL,Dt,DxMax,KSPF0,KSPFSLow,KSPSchur,KSPother,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,nsteps,num_cells,num_processes,refinement_level,total_dofs
0.5579569742909672,100.0,43338.16891690721,0.05835561156272888,0.074777752161026,13.817559778690338,1.1863232970237743,15.137016439437867,14.074157279729842,0.0,1.0239166855812072,2.0353178441524507,1.494416356086731,0.4437663733959198,0.0027708888053894045,15.593448728322983,RT,1,25,327680,40,7,819200
