CFL,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,80.97848776578903,80.71695323586464,7422.750902616977,271.705937874317,7856.1522814929485,7645.738426238298,0.0,0.1724660038948059,0.4742374300956726,2.0267146468162536,27.9637480199337,0.02558562159538269,7884.611126881838,BDM,2,524288,40,8,5505024
