CFL,Dt,DxMax,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,nsteps,num_cells,num_processes,refinement_level,total_dofs
0.5579569742909672,100.0,43338.16891690721,0.3218736290931702,1.2502289295196534,4.422234576940537,0.0,0.012240052223205566,0.26444138288497926,0.5606436908245087,0.9857875466346742,2.2894883275032045,0.0,4.434474629163742,4.426554995775223,0.0,0.034854006767272946,0.0006730735301971435,9.823001837730407,9.436964410543442,0.47213557958602903,0.0027670741081237795,4.917086589336395,RT,1,25,327680,40,7,819200
