CFL,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,3.2058447182178496,3.376409947872162,541.8753965556622,16.481636554002762,564.9392877757549,552.707864511013,0.0,0.09196662306785583,0.14656863808631898,0.747274923324585,10.589927685260772,0.01182783842086792,575.6041269361973,RT,1,524288,40,8,1310720
