CFL,Dt,DxMax,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,nsteps,num_cells,num_processes,refinement_level,total_dofs
0.5579569742909672,100.0,43338.16891690721,0.5965710818767548,12.736354607343674,53.97700397372246,0.0,0.03571031093597554,0.5164682865142822,12.307583266496659,12.219886320829392,28.336495018005373,0.0,54.01271428465843,53.985048002004625,0.0,0.0745639145374298,0.0017501115798950195,3.0551488280296324,1.3631862998008728,2.005756288766861,0.0044901371002197266,56.07237728834152,BDM,2,25,327680,40,7,3440640
