InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
6,1,1,1.6557229027842526e-08,62.5
6,1,2,1.7453163836318344e-08,62.5
6,1,3,3.1181649496683415e-07,62.5
6,1,4,2.8907198923167113e-07,62.5
6,1,1,3.4916362635527215e-08,125.0
6,1,2,3.557358819233078e-08,125.0
6,1,3,3.2432284172055734e-07,125.0
6,1,4,3.318620848448485e-07,125.0
6,1,1,2.845444340815569e-08,187.5
6,1,2,2.7644804264847603e-08,187.5
6,1,3,3.2499076377582984e-07,187.5
6,1,4,2.995042057882103e-07,187.5
6,1,1,1.4786787058679554e-08,250.0
6,1,2,1.4382663736592004e-08,250.0
6,1,3,3.822396039569694e-07,250.0
6,1,4,3.7082153661246024e-07,250.0
6,1,1,2.410670591324727e-08,312.5
6,1,2,2.4488725902271642e-08,312.5
6,1,3,3.2937461824125104e-07,312.5
6,1,4,4.05834891100538e-07,312.5
6,1,1,2.7641209735480392e-08,375.0
6,1,2,2.8019424519342145e-08,375.0
6,1,3,2.688374793609687e-07,375.0
6,1,4,3.535761892122254e-07,375.0
6,1,1,2.382478273436211e-08,437.5
6,1,2,2.343809804209917e-08,437.5
6,1,3,2.8845621356303773e-07,437.5
6,1,4,4.602840897981315e-07,437.5
6,1,1,2.1579061676120188e-08,500.0
6,1,2,2.144274582826395e-08,500.0
6,1,3,3.140425694925233e-07,500.0
6,1,4,3.7633705193263943e-07,500.0
6,1,1,2.3249374081632098e-08,562.5
6,1,2,2.3393378240649844e-08,562.5
6,1,3,2.9449184955104874e-07,562.5
6,1,4,3.983752945466457e-07,562.5
6,1,1,2.4505025458354143e-08,625.0
6,1,2,2.4758023633785107e-08,625.0
6,1,3,2.643446974166459e-07,625.0
6,1,4,3.9219630198112346e-07,625.0
6,1,1,2.4063418786821236e-08,687.5
6,1,2,2.4061611526555132e-08,687.5
6,1,3,2.588011860549525e-07,687.5
6,1,4,3.9738627003847653e-07,687.5
6,1,1,2.305578367250973e-08,750.0
6,1,2,2.291676901432455e-08,750.0
6,1,3,2.7050897923643046e-07,750.0
6,1,4,3.717918500000339e-07,750.0
6,1,1,2.303360275120897e-08,812.5
6,1,2,2.298665549768619e-08,812.5
6,1,3,2.7871755198493934e-07,812.5
6,1,4,4.432863686287373e-07,812.5
6,1,1,2.3445645908206192e-08,875.0
6,1,2,2.371931501392354e-08,875.0
6,1,3,2.6072480119991917e-07,875.0
6,1,4,3.673583430701569e-07,875.0
6,1,1,2.42811903657495e-08,937.5
6,1,2,2.440147036875792e-08,937.5
6,1,3,2.3770627636716831e-07,937.5
6,1,4,4.302226761421702e-07,937.5
6,1,1,2.365784714512159e-08,1000.0
6,1,2,2.3490058741133383e-08,1000.0
6,1,3,2.5575266013915016e-07,1000.0
6,1,4,4.111288179770577e-07,1000.0
6,1,1,2.3244964897550736e-08,1062.5
6,1,2,2.3219486977425947e-08,1062.5
6,1,3,2.596544039647785e-07,1062.5
6,1,4,3.8905326037786407e-07,1062.5
6,1,1,2.3490493866441178e-08,1125.0
6,1,2,2.3708990581464263e-08,1125.0
6,1,3,2.4730261167933863e-07,1125.0
6,1,4,4.238876179271106e-07,1125.0
6,1,1,2.3987737689611482e-08,1187.5
6,1,2,2.4086583201097052e-08,1187.5
6,1,3,2.299343375675467e-07,1187.5
6,1,4,4.2571752101256884e-07,1187.5
6,1,1,2.41648556075925e-08,1250.0
6,1,2,2.4084632643729147e-08,1250.0
6,1,3,2.4193443293801157e-07,1250.0
6,1,4,3.823511871283153e-07,1250.0
