InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
5,16,1,4.339410447519174e-08,62.5
5,17,2,4.251055203072148e-08,62.5
6,17,3,5.494107279884296e-07,62.5
6,16,4,2.909217004286373e-07,62.5
6,16,1,9.53498398671239e-08,125.0
6,16,2,9.35393780770647e-08,125.0
6,16,3,5.58573579804337e-07,125.0
6,16,4,6.088495054650381e-07,125.0
6,16,1,8.573120471183128e-08,187.5
6,16,2,8.717237183263393e-08,187.5
6,16,3,3.2827589207266674e-07,187.5
6,16,4,3.01248137453018e-07,187.5
6,16,1,1.3410236049230706e-07,250.0
6,16,2,1.3526990853485983e-07,250.0
6,16,3,3.85626082035288e-07,250.0
6,16,4,7.596841873038981e-07,250.0
6,16,1,1.7927645907529124e-07,312.5
6,16,2,1.7898367179737128e-07,312.5
6,16,3,3.310902954662461e-07,312.5
6,16,4,6.367639538747467e-07,312.5
6,16,1,2.1481195335047975e-07,375.0
6,15,2,2.1448110325281753e-07,375.0
6,16,3,2.723017500210771e-07,375.0
6,16,4,7.619493090903784e-07,375.0
6,16,1,2.2835901395888419e-07,437.5
6,16,2,2.2961513623602875e-07,437.5
6,16,3,2.919387604132894e-07,437.5
6,16,4,6.845848815577316e-07,437.5
6,16,1,2.58121923437484e-07,500.0
6,16,2,2.592477614860734e-07,500.0
6,16,3,3.1676894934011856e-07,500.0
6,16,4,7.829524099434138e-07,500.0
6,16,1,2.865586786624271e-07,562.5
6,16,2,2.874037647574253e-07,562.5
6,16,3,2.955236658912122e-07,562.5
6,16,4,4.010014683617939e-07,562.5
6,15,1,3.086070612685846e-07,625.0
6,15,2,3.085756834562131e-07,625.0
6,16,3,2.6732341986853435e-07,625.0
6,16,4,7.040552919664538e-07,625.0
6,16,1,3.42591460923594e-07,687.5
6,16,2,3.4311706666720247e-07,687.5
6,16,3,2.6082885916680596e-07,687.5
6,16,4,3.982162437507774e-07,687.5
6,16,1,3.599873350975055e-07,750.0
6,16,2,3.62065751692842e-07,750.0
6,16,3,2.7157867393035463e-07,750.0
6,16,4,5.747527670886752e-07,750.0
6,16,1,3.7582923946045303e-07,812.5
6,16,2,3.7639014812099464e-07,812.5
6,16,3,4.607436155346374e-07,812.5
6,16,4,6.5339356507773e-07,812.5
6,16,1,4.1049069604542236e-07,875.0
6,16,2,4.1082492530967513e-07,875.0
6,16,3,4.4733748841829317e-07,875.0
6,16,4,3.707971247907542e-07,875.0
6,16,1,4.2945298113244814e-07,937.5
6,16,2,4.314202403461561e-07,937.5
6,16,3,3.8768967656654766e-07,937.5
6,16,4,6.553252472893106e-07,937.5
6,16,1,4.506494992797883e-07,1000.0
6,16,2,4.516703883741463e-07,1000.0
6,16,3,3.975758431457721e-07,1000.0
6,15,4,6.478692061068474e-07,1000.0
6,16,1,4.800347545301097e-07,1062.5
6,16,2,4.810147553176589e-07,1062.5
6,16,3,4.472332084039108e-07,1062.5
6,16,4,3.8943456620405527e-07,1062.5
6,16,1,4.933976208157942e-07,1125.0
6,16,2,4.949936858154062e-07,1125.0
6,16,3,4.99866072145404e-07,1125.0
6,16,4,7.277452014402218e-07,1125.0
6,16,1,5.159044745590198e-07,1187.5
6,16,2,5.1686321769035e-07,1187.5
6,16,3,4.6476875510867214e-07,1187.5
6,16,4,4.263693295755778e-07,1187.5
6,16,1,5.445301440564373e-07,1250.0
6,16,2,5.456436123399162e-07,1250.0
6,16,3,4.974920021535212e-07,1250.0
6,16,4,3.8569955430921445e-07,1250.0
