CFL,Dt,DxMax,KSPF0,KSPFSLow,KSPSchur,KSPother,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.4043196881815445,62.5,37378.88963085026,14.902773630619048,14.79715803861618,1011.1367515921593,51.13774778246875,1091.9744310438632,1052.3834580719472,0.0,1.868404370546341,3.8051969349384307,3.457230794429779,4.532589864730835,0.0049942731857299805,1096.597139710188,BDM,2,524288,40,8,5505024
