CFL,Dt,DxMax,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,SNESFunctionEval,SNESJacobianEval,SNESSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.4043196881815445,62.5,37378.88963085026,0.90920769572258,21.306319904327392,74.9284793138504,0.0,0.04281835556029989,0.549408370256424,19.142032796144484,20.75691153407097,33.570918917655945,0.0,74.9712976694107,74.93615701794624,0.0,0.15851075053215027,0.0028124213218688964,21.673023784160613,19.016082751750947,4.56329253911972,0.0045906007289886475,79.60998844504357,BDM,2,524288,40,8,5505024
