InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
5,1,1,5.411723314973232e-10,28.125
5,1,2,1.1608315341950015e-07,28.125
5,1,3,5.28361008111249e-10,28.125
5,1,4,5.676182398001531e-09,28.125
5,1,1,4.606753663004862e-10,56.25
5,1,2,4.611110130481224e-10,56.25
5,1,3,2.1539850479655005e-09,56.25
5,1,4,7.541336749928868e-09,56.25
5,1,1,4.663490402140426e-10,84.375
5,1,2,4.669340072878707e-10,84.375
5,1,3,1.9742271301087374e-09,84.375
5,1,4,9.981026558801292e-09,84.375
5,1,1,4.741696907427864e-10,112.5
5,1,2,4.744445086119222e-10,112.5
5,1,3,1.9511849969668757e-09,112.5
5,1,4,1.2141885796560049e-08,112.5
5,1,1,4.833441406850641e-10,140.625
5,1,2,4.832735607376968e-10,140.625
5,1,3,2.2941774497516056e-09,140.625
5,1,4,1.0484149244239536e-08,140.625
5,1,1,4.919459772746523e-10,168.75
5,1,2,4.915832000604584e-10,168.75
5,1,3,2.6584713109595854e-09,168.75
5,1,4,1.1082505622864035e-08,168.75
5,1,1,4.992709582280118e-10,196.875
5,1,2,4.988889442032374e-10,196.875
5,1,3,2.35903306364165e-09,196.875
5,1,4,1.1651523208349226e-08,196.875
5,1,1,5.060434432866066e-10,225.0
5,1,2,5.059302663074325e-10,225.0
5,1,3,2.0413576610838316e-09,225.0
5,1,4,1.274736083495847e-08,225.0
5,1,1,5.114054644977021e-10,253.125
5,1,2,5.114186940683164e-10,253.125
5,1,3,2.0965873510783284e-09,253.125
5,1,4,1.2712868072827066e-08,253.125
5,1,1,5.132366455465178e-10,281.25
5,1,2,5.130547866894693e-10,281.25
5,1,3,2.468369551709116e-09,281.25
5,1,4,1.386107006329173e-08,281.25
5,1,1,5.123300275462903e-10,309.375
5,1,2,5.119411304951414e-10,309.375
5,1,3,2.594372140755104e-09,309.375
5,1,4,1.4692204186947316e-08,309.375
5,1,1,5.134506719077035e-10,337.5
5,1,2,5.132131202017016e-10,337.5
5,1,3,2.3179207374562163e-09,337.5
5,1,4,1.3502634694987495e-08,337.5
5,1,1,5.203510602184827e-10,365.625
5,1,2,5.205398305716337e-10,365.625
5,1,3,2.1562628817679457e-09,365.625
5,1,4,1.4940039988040093e-08,365.625
5,1,1,5.324132573513691e-10,393.75
5,1,2,5.32970795205162e-10,393.75
5,1,3,2.2286236690031333e-09,393.75
5,1,4,1.5964509736856655e-08,393.75
5,1,1,5.468779211746331e-10,421.875
5,1,2,5.473954576105747e-10,421.875
5,1,3,2.4704466011476747e-09,421.875
5,1,4,1.5599301516174542e-08,421.875
5,1,1,5.598649657687268e-10,450.0
5,1,2,5.599145244742799e-10,450.0
5,1,3,2.4840528985635864e-09,450.0
5,1,4,1.647310743620633e-08,450.0
5,1,1,5.677512236636736e-10,478.125
5,1,2,5.672192549748921e-10,478.125
5,1,3,2.2968021463233497e-09,478.125
5,1,4,1.6869295802735204e-08,478.125
5,1,1,5.706545356808849e-10,506.25
5,1,2,5.69903301626952e-10,506.25
5,1,3,2.2919886269005054e-09,506.25
5,1,4,1.725122434082534e-08,506.25
5,1,1,5.725342129265313e-10,534.375
5,1,2,5.721063491007447e-10,534.375
5,1,3,2.4696141921996585e-09,534.375
5,1,4,1.7686416456089202e-08,534.375
5,1,1,5.76880695846812e-10,562.5
5,1,2,5.76939599808941e-10,562.5
5,1,3,2.5612008004687137e-09,562.5
5,1,4,1.824633365221466e-08,562.5
5,1,1,5.839480774522582e-10,590.625
5,1,2,5.842984973535306e-10,590.625
