CFL,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconFluxField,HybridReconScalarField,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,PreHybridInit,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.19102480648252287,28.125,35601.970106825924,37782.98670469867,33420.95350895318,0.28095664381980895,27.603143364191055,102.75823649168012,0.0,0.06322960257530497,3.0692581593990327,23.02212490439415,10.531533658504486,13.9971107006073,24.53388520479202,51.85201157927513,0.0,102.78670510053635,0.0,2.61435387134552,102.82146609425544,1.8643213212490082,RTCF,1,393216,40,8,1179648
