InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
6,18,3,2.6162113975484807e-09,1546.875
6,18,4,2.4816906064927236e-08,1546.875
5,17,1,1.3094810515352071e-09,1575.0
5,17,2,1.3062813883696342e-09,1575.0
6,18,3,2.6380910932612944e-09,1575.0
6,18,4,2.5218219185322016e-08,1575.0
5,17,1,1.3161815896277662e-09,1603.125
5,17,2,1.3135232294501434e-09,1603.125
6,18,3,2.6245534838727395e-09,1603.125
6,18,4,2.5296271302139148e-08,1603.125
5,17,1,1.1785685305976997e-09,1631.25
5,17,2,1.171235929359891e-09,1631.25
6,18,3,2.603506139809174e-09,1631.25
6,18,4,2.5935245190437123e-08,1631.25
5,17,1,1.3254568368109647e-09,1659.375
5,17,2,1.322054349930065e-09,1659.375
6,18,3,2.6414220666109104e-09,1659.375
6,18,4,2.6316652386433012e-08,1659.375
5,17,1,1.2877745954501077e-09,1687.5
5,17,2,1.2855005239795717e-09,1687.5
6,18,3,2.6703579193227187e-09,1687.5
6,18,4,2.6485658881652636e-08,1687.5
6,17,1,8.496751022489502e-10,1715.625
6,17,2,9.300690438590329e-10,1715.625
6,18,3,2.642726373375704e-09,1715.625
6,18,4,2.71796552054511e-08,1715.625
5,17,1,1.284090547186012e-09,1743.75
5,17,2,1.2821564791926207e-09,1743.75
6,18,3,2.7012939047652596e-09,1743.75
6,18,4,2.7429444330967304e-08,1743.75
5,17,1,1.2712685931899474e-09,1771.875
6,17,2,1.2713157362257361e-09,1771.875
6,18,3,2.695555358432424e-09,1771.875
6,18,4,2.7840871926057905e-08,1771.875
6,17,1,1.286288932500018e-09,1800.0
6,17,2,1.2855683753088676e-09,1800.0
6,18,3,2.6155395511169115e-09,1800.0
6,18,4,2.826419847443412e-08,1800.0
5,17,1,1.3321803544592926e-09,1828.125
5,17,2,1.3288438305232697e-09,1828.125
6,18,3,2.655596653006422e-09,1828.125
6,18,4,2.84279462714997e-08,1828.125
6,17,1,1.2238998172291911e-09,1856.25
6,17,2,1.2214008531181992e-09,1856.25
6,18,3,2.689232426088173e-09,1856.25
6,18,4,2.9180102194893897e-08,1856.25
5,17,1,1.2794620850112562e-09,1884.375
5,17,2,1.2761838266600216e-09,1884.375
6,18,3,2.63241449182642e-09,1884.375
6,18,4,2.913541818288679e-08,1884.375
5,17,1,1.256404687698231e-09,1912.5
5,17,2,1.254372174518721e-09,1912.5
6,18,3,2.6920114664056184e-09,1912.5
6,18,4,2.960741359859561e-08,1912.5
6,17,1,1.061280149828115e-09,1940.625
6,17,2,1.0394233989560308e-09,1940.625
6,18,3,2.6991621142403066e-09,1940.625
6,18,4,3.0328030483497194e-08,1940.625
5,17,1,1.2498493103012426e-09,1968.75
5,17,2,1.2480445357609824e-09,1968.75
6,18,3,2.62126099955422e-09,1968.75
6,18,4,3.032535384728246e-08,1968.75
5,17,1,1.2479553427766621e-09,1996.875
5,17,2,1.2473548705034412e-09,1996.875
6,18,3,2.677913742710692e-09,1996.875
6,18,4,3.0962750604356986e-08,1996.875
6,17,1,9.6293713435454e-10,2025.0
6,17,2,1.0121592097418993e-09,2025.0
6,18,3,2.66642584602603e-09,2025.0
6,18,4,3.1199115428108445e-08,2025.0
5,17,1,1.2605685270751032e-09,2053.125
5,17,2,1.258490688528592e-09,2053.125
6,18,3,2.618543425601929e-09,2053.125
6,18,4,3.139804289406152e-08,2053.125
6,17,1,1.2338786578687372e-09,2081.25
6,17,2,1.2331294655915411e-09,2081.25
6,18,3,2.6669693305976885e-09,2081.25
6,18,4,3.208256115657867e-08,2081.25
6,17,1,1.2078467275608777e-09,2109.375
6,17,2,1.2060650972397329e-09,2109.375
6,18,3,2.669802585100688e-09,2109.375
6,18,4,3.217615847600705e-08,2109.375
6,17,1,1.2445549853929461e-09,2137.5
6,17,2,1.2425206868465118e-09,2137.5
6,18,3,2.651146765200737e-09,2137.5
6,18,4,3.292555946538046e-08,2137.5
6,17,1,1.1837939717062834e-09,2165.625
6,17,2,1.182880526400377e-09,2165.625
6,18,3,2.7140046540419413e-09,2165.625
6,18,4,3.326817837001727e-08,2165.625
6,17,1,1.2502427761228552e-09,2193.75
6,17,2,1.2472231862813576e-09,2193.75
6,18,3,2.702145355506537e-09,2193.75
6,18,4,3.32409153291243e-08,2193.75
6,17,1,1.257014549414209e-09,2221.875
6,17,2,1.254676486720341e-09,2221.875
6,18,3,2.6530675699064293e-09,2221.875
6,18,4,3.381165284180428e-08,2221.875
6,17,1,1.1245088903980744e-09,2250.0
6,17,2,1.1149972570085073e-09,2250.0
6,18,3,2.6602291500305674e-09,2250.0
6,18,4,3.3852782144464376e-08,2250.0
6,17,1,1.2252806829379144e-09,2278.125
6,17,2,1.2224281742738307e-09,2278.125
6,18,3,2.644871275409305e-09,2278.125
6,18,4,3.453643425574793e-08,2278.125
6,17,1,1.2125524468953958e-09,2306.25
6,17,2,1.2103559109010188e-09,2306.25
6,18,3,2.646212262053717e-09,2306.25
6,18,4,3.4934039714718986e-08,2306.25
6,17,1,6.598279824760769e-10,2334.375
6,17,2,6.65028062440188e-10,2334.375
6,18,3,2.713112590115229e-09,2334.375
6,18,4,3.513440333603953e-08,2334.375
6,17,1,1.1833929503490403e-09,2362.5
6,17,2,1.180857786691821e-09,2362.5
6,18,3,2.685108435665777e-09,2362.5
6,18,4,3.586108089507564e-08,2362.5
6,17,1,1.1107038472576213e-09,2390.625
6,17,2,1.109712835807164e-09,2390.625
6,18,3,2.6609683722413784e-09,2390.625
