CFL,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPGMRESOrthog,KSPSchur,KSPother,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,77.58213052153587,68.71810785531997,120.23558923602104,8412.836892282963,262.21346507072303,8638.97235714197,0.0,2.3317836105823515,8941.586184966563,BDM,2,524288,40,8,5505024
