CFL,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPGMRESOrthog,KSPSchur,KSPother,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,2.929677265882492,2.803138941526413,8.42035440802574,683.7469725728035,19.219326001405648,695.6307609140873,0.0,0.8960149109363555,717.1194691896438,RT,1,524288,40,8,1310720
