CFL,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconFluxField,HybridReconScalarField,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,PreHybridInit,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.19102480648252287,28.125,35601.970106825924,37782.98670469867,33420.95350895318,0.7287761390209198,116.44397807121277,346.3742416381836,0.0,0.16946914196017815,6.731600153446197,82.09359096884728,43.70636125206947,65.99817541837692,109.71237791776657,147.10789645910262,0.0,346.4189637720585,0.0,5.3002446591854095,346.5437107801437,3.3479523420333863,RTCF,2,393216,40,8,4718592
