InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
5,1,4,1.9062439486157197e-08,2334.375
5,1,1,7.220789195969935e-10,2362.5
5,1,2,7.224372890665981e-10,2362.5
5,1,3,1.9482935023741498e-09,2362.5
5,1,4,1.9774754381536688e-08,2362.5
5,1,1,7.218864477314853e-10,2390.625
5,1,2,7.222214175421049e-10,2390.625
5,1,3,1.980915849584198e-09,2390.625
5,1,4,2.026353837464868e-08,2390.625
5,1,1,7.207392404849668e-10,2418.75
5,1,2,7.210761562796717e-10,2418.75
5,1,3,2.0152172929640703e-09,2418.75
5,1,4,2.0653506174200365e-08,2418.75
5,1,1,7.203681447779774e-10,2446.875
5,1,2,7.208581634981262e-10,2446.875
5,1,3,2.0046163072451332e-09,2446.875
5,1,4,2.1178539741635482e-08,2446.875
5,1,1,7.22129442884593e-10,2475.0
5,1,2,7.22724149859551e-10,2475.0
5,1,3,1.9894618548082963e-09,2475.0
5,1,4,2.1623059311737354e-08,2475.0
5,1,1,7.247673067525642e-10,2503.125
5,1,2,7.253571624251676e-10,2503.125
5,1,3,2.003592962769975e-09,2503.125
5,1,4,2.2002753644340973e-08,2503.125
5,1,1,7.26478642951988e-10,2531.25
5,1,2,7.269601330384302e-10,2531.25
5,1,3,2.0444881647980673e-09,2531.25
5,1,4,2.26327899223824e-08,2531.25
5,1,1,7.270276309959037e-10,2559.375
5,1,2,7.27444224622807e-10,2559.375
5,1,3,2.0412883423351467e-09,2559.375
5,1,4,2.3227892523830013e-08,2559.375
5,1,1,7.273989921383686e-10,2587.5
5,1,2,7.278813309566858e-10,2587.5
5,1,3,2.0197398121936463e-09,2587.5
5,1,4,2.3613768049221426e-08,2587.5
5,1,1,7.281157434451199e-10,2615.625
5,1,2,7.286219077993758e-10,2615.625
5,1,3,2.0299653625888857e-09,2615.625
5,1,4,2.4135736721055253e-08,2615.625
5,1,1,7.289308910037568e-10,2643.75
5,1,2,7.294128586298709e-10,2643.75
5,1,3,2.0718786848208673e-09,2643.75
5,1,4,2.4907713748484077e-08,2643.75
5,1,1,7.299470475230343e-10,2671.875
5,1,2,7.304170365500964e-10,2671.875
5,1,3,2.0938727171095423e-09,2671.875
5,1,4,2.53588458827577e-08,2671.875
5,1,1,7.313326596577437e-10,2700.0
5,1,2,7.3185939724881e-10,2700.0
5,1,3,2.073642809050918e-09,2700.0
5,1,4,2.5660853353729237e-08,2700.0
5,1,1,7.330187479004268e-10,2728.125
5,1,2,7.335380420383906e-10,2728.125
5,1,3,2.061254706130679e-09,2728.125
5,1,4,2.6201146019476025e-08,2728.125
5,1,1,7.343203985089397e-10,2756.25
5,1,2,7.347934477718492e-10,2756.25
5,1,3,2.073367097312832e-09,2756.25
5,1,4,2.6867443083347612e-08,2756.25
5,1,1,7.349966936621905e-10,2784.375
5,1,2,7.353910726376689e-10,2784.375
5,1,3,2.0932570269164622e-09,2784.375
5,1,4,2.7396766640372858e-08,2784.375
5,1,1,7.352746046146651e-10,2812.5
5,1,2,7.356787549050268e-10,2812.5
5,1,3,2.0966825360164185e-09,2812.5
5,1,4,2.7813997847413234e-08,2812.5
