CFL,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPGMRESOrthog,KSPSchur,KSPother,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,23.256873482465743,22.19011793732643,64.52739332318306,6885.289749383926,238.69428712725676,6989.138718318939,0.0,5.035088545083999,7233.958421254158,RT,2,524288,40,8,4194304
