InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
5,1,1,1.1299030799375313e-10,28.125
5,1,2,1.4031466912954267e-08,28.125
5,1,3,1.1311617803672077e-10,28.125
5,1,4,9.252582233447638e-09,28.125
5,1,1,1.1146116907491615e-10,56.25
5,1,2,1.1127657609151783e-10,56.25
5,1,3,3.5667308111593096e-09,56.25
5,1,4,1.0902508040582411e-08,56.25
5,1,1,1.1316936499119122e-10,84.375
5,1,2,1.1299023209104734e-10,84.375
5,1,3,3.841256089744706e-09,84.375
5,1,4,2.3264907778055832e-08,84.375
5,1,1,1.1020761544807739e-10,112.5
5,1,2,1.0999144849207443e-10,112.5
5,1,3,3.6389054678202803e-09,112.5
5,1,4,1.398149508597342e-08,112.5
5,1,1,1.0642661435704185e-10,140.625
5,1,2,1.0631336711704036e-10,140.625
5,1,3,3.602910719525057e-09,140.625
5,1,4,1.3965393799497489e-08,140.625
5,1,1,1.0534727875791594e-10,168.75
5,1,2,1.0539054166612479e-10,168.75
5,1,3,4.292173141039187e-09,168.75
5,1,4,1.9069591237395367e-08,168.75
5,1,1,1.0760044544671447e-10,196.875
5,1,2,1.0769447426270778e-10,196.875
5,1,3,3.938134769843275e-09,196.875
5,1,4,1.4638041553089638e-08,196.875
5,1,1,1.1133081040339112e-10,225.0
5,1,2,1.1143519593285788e-10,225.0
5,1,3,3.4004122367768427e-09,225.0
5,1,4,1.7030516338567582e-08,225.0
5,1,1,1.11430510850909e-10,253.125
5,1,2,1.1142921746233415e-10,253.125
5,1,3,3.50789190635332e-09,253.125
5,1,4,1.7569048399326002e-08,253.125
5,1,1,1.0958910024406117e-10,281.25
5,1,2,1.0941423631821231e-10,281.25
5,1,3,3.5518305579199494e-09,281.25
5,1,4,1.7029498605602187e-08,281.25
5,1,1,1.0916193175894055e-10,309.375
5,1,2,1.0910936670367537e-10,309.375
5,1,3,3.667349863111142e-09,309.375
5,1,4,1.844202425040633e-08,309.375
5,1,1,1.122655435154958e-10,337.5
5,1,2,1.1251747231165883e-10,337.5
5,1,3,3.933701519857893e-09,337.5
5,1,4,1.8109415141172417e-08,337.5
5,1,1,1.1856032576636573e-10,365.625
5,1,2,1.189221557323606e-10,365.625
5,1,3,3.584852746705758e-09,365.625
5,1,4,1.8207283990710755e-08,365.625
5,1,1,1.2259746042763434e-10,393.75
5,1,2,1.2271054720998553e-10,393.75
5,1,3,3.4251081917248692e-09,393.75
5,1,4,1.9404450744607127e-08,393.75
5,1,1,1.2243931032496713e-10,421.875
5,1,2,1.2219333866667e-10,421.875
5,1,3,3.591171913798687e-09,421.875
5,1,4,2.0655894186633948e-08,421.875
