CFL,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconFluxField,HybridReconScalarField,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,PreHybridInit,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,0.2808647871017456,31.33297707438469,97.46244198679925,0.0,0.06557102799416725,3.3831484496593474,18.556664192676543,11.808177834749221,16.136574238538742,27.949828624725342,47.291935932636264,0.0,97.49044737815856,0.0,1.6202202677726745,97.5280130147934,1.0179036736488343,RT,1,524288,40,8,1310720
