CFL,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPGMRESOrthog,KSPSchur,KSPother,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.19102480648252287,28.125,35601.970106825924,37782.98670469867,33420.95350895318,3.99112007021904,3.641252487897873,9.25632911324501,725.6357717692852,20.694206804037208,739.4898742318153,0.0,0.5807759881019592,763.2186802446843,RTCF,1,393216,40,8,1179648
