CFL,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPGMRESOrthog,KSPSchur,KSPother,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.19102480648252287,28.125,35601.970106825924,37782.98670469867,33420.95350895318,30.157706260681152,28.708272218704224,30.582978361845015,3730.087239307165,108.4475065886977,3824.302087503672,0.0,2.960690236091614,3927.983702737093,RTCF,2,393216,40,8,4718592
