CFL,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconFluxField,HybridReconScalarField,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,PreHybridInit,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,0.7134598314762115,130.97500754594802,463.5730611503124,0.0,0.2319141745567208,7.941967469453812,108.58470921516418,47.14392604231834,75.88064155578613,123.03304007649422,223.299884557724,0.0,463.6221736133099,0.0,5.085655921697617,463.80497532486913,2.444790482521057,BDM,2,524288,40,8,5505024
