CFL,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconFluxField,HybridReconScalarField,HybridReconstruction,HybridTraceSolve,HybridUpdate,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSetup,PETScLogKSPSolve,PreHybridInit,method,model_degree,num_cells,num_processes,refinement_level,total_dofs
0.22135149895683526,28.125,30724.252973679613,33052.43949555299,28396.066451806233,0.48262913823127745,173.35439745783808,544.4315888822078,0.0,0.13534564375879654,19.699562662839888,115.85596243143081,65.19830397963524,88.44971275925636,153.65483479499818,254.73859985470773,0.0,544.4651375710964,0.0,4.356677830219269,544.5669345259666,2.3802005469799044,RT,2,524288,40,8,4194304
