InnerIters,OuterIters,PicardIters,ResidualReductions,SimTime
5,10,1,8.05826714491905e-10,28.125
5,10,2,1.4807066042204481e-08,28.125
5,10,3,7.132573489458955e-10,28.125
5,10,4,1.4009689570131202e-09,28.125
5,10,1,6.362947700013318e-10,56.25
5,10,2,6.365837111437989e-10,56.25
5,10,3,6.433589878257384e-10,56.25
5,9,4,2.0757400643375453e-09,56.25
5,10,1,8.166018738643378e-10,84.375
5,10,2,8.18613582967289e-10,84.375
5,10,3,6.943107077230777e-10,84.375
5,9,4,2.1043286320486255e-09,84.375
5,10,1,1.1243963461001474e-09,112.5
5,10,2,1.1242266127247228e-09,112.5
5,10,3,8.696755039385949e-10,112.5
5,9,4,5.372974005183011e-09,112.5
5,10,1,7.379033289032135e-10,140.625
5,10,2,7.340932568448548e-10,140.625
5,10,3,8.985023418755381e-10,140.625
5,10,4,1.7295364819236071e-09,140.625
5,10,1,6.958884656489953e-10,168.75
5,10,2,6.967044491819217e-10,168.75
5,10,3,6.375190854741171e-10,168.75
5,9,4,1.8029440177803118e-09,168.75
5,10,1,9.089267729644236e-10,196.875
5,10,2,9.106207481335768e-10,196.875
5,10,3,7.54329421195691e-10,196.875
5,9,4,2.4534778475838053e-09,196.875
5,10,1,1.097183221458208e-09,225.0
5,10,2,1.0972293199081104e-09,225.0
5,10,3,1.1323455060808588e-09,225.0
5,10,4,2.8320449580683247e-09,225.0
5,10,1,8.226056278996945e-10,253.125
5,10,2,8.185187766166472e-10,253.125
5,10,3,1.0273902740919126e-09,253.125
5,10,4,1.6857047635083532e-09,253.125
5,10,1,8.609838963142061e-10,281.25
5,10,2,8.620875353556913e-10,281.25
5,10,3,7.231566534805692e-10,281.25
5,9,4,2.0778609432479865e-09,281.25
5,10,1,1.1045491196893292e-09,309.375
5,10,2,1.1093271569494182e-09,309.375
5,10,3,7.594655730680719e-10,309.375
5,9,4,2.92731835634849e-09,309.375
5,10,1,1.0373324184547276e-09,337.5
5,10,2,1.0316055647340824e-09,337.5
5,10,3,8.552224238583885e-10,337.5
5,10,4,2.2414665370063457e-09,337.5
5,10,1,7.97017061042457e-10,365.625
5,10,2,7.967633710565238e-10,365.625
5,10,3,9.60685497108734e-10,365.625
5,10,4,1.8973209977022665e-09,365.625
5,10,1,9.038553127823951e-10,393.75
5,10,2,9.03161783303784e-10,393.75
5,10,3,8.365883235038085e-10,393.75
5,9,4,2.6895132191538493e-09,393.75
5,10,1,1.0199954181024999e-09,421.875
5,10,2,1.0208470502143876e-09,421.875
5,10,3,8.968420919429286e-10,421.875
5,9,4,2.984714228415798e-09,421.875
5,10,1,9.842089590761511e-10,450.0
5,10,2,9.816349762987453e-10,450.0
5,10,3,9.192763099165742e-10,450.0
5,10,4,2.2258818684102842e-09,450.0
5,10,1,9.359549538311257e-10,478.125
5,10,2,9.337023614355006e-10,478.125
5,10,3,9.690048971567794e-10,478.125
5,10,4,2.3519271912668567e-09,478.125
5,10,1,9.842110420287038e-10,506.25
5,10,2,9.861015145707245e-10,506.25
5,10,3,9.003054072341253e-10,506.25
5,9,4,3.3168315550255024e-09,506.25
5,10,1,1.0784524849330163e-09,534.375
5,10,2,1.0775796157223962e-09,534.375
5,10,3,9.00968457618276e-10,534.375
5,9,4,3.1669834849203494e-09,534.375
5,10,1,1.0594116928979047e-09,562.5
5,10,2,1.0565269533031354e-09,562.5
5,10,3,9.463253664757993e-10,562.5
5,10,4,2.510726683877891e-09,562.5
5,10,1,1.0239001875632458e-09,590.625
5,10,2,1.0215587286231763e-09,590.625
5,10,3,1.0402474931454936e-09,590.625
5,10,4,2.9485545444329962e-09,590.625
5,10,1,9.370453596079675e-10,618.75
5,10,2,9.358525377464657e-10,618.75
5,10,3,1.00271447856983e-09,618.75
5,10,4,3.1763809658590955e-09,618.75
5,10,1,9.398470220465724e-10,646.875
5,10,2,9.400791553308987e-10,646.875
5,10,3,9.687681425517421e-10,646.875
5,10,4,2.8755717478722855e-09,646.875
5,10,1,9.81208108508716e-10,675.0
5,10,2,9.818640736150875e-10,675.0
5,10,3,9.989882108823568e-10,675.0
5,9,4,3.3968758195725267e-09,675.0
5,10,1,9.823766242695158e-10,703.125
5,10,2,9.825529147904037e-10,703.125
5,10,3,1.1398014665414115e-09,703.125
5,10,4,3.470470439379897e-09,703.125
5,10,1,9.572483815717929e-10,731.25
5,10,2,9.558818074995554e-10,731.25
5,10,3,1.0904634824296362e-09,731.25
5,10,4,3.3947214818571628e-09,731.25
5,10,1,9.552562581596925e-10,759.375
5,10,2,9.543570383494176e-10,759.375
5,10,3,1.0570757428009521e-09,759.375
5,10,4,3.3093990158837507e-09,759.375
5,10,1,9.487370048909432e-10,787.5
5,10,2,9.483922330284105e-10,787.5
5,10,3,1.0847991995416654e-09,787.5
5,10,4,3.6546397960581014e-09,787.5
5,10,1,8.365735982564403e-10,815.625
5,10,2,8.366717760535512e-10,815.625
5,10,3,1.1793976262018355e-09,815.625
5,9,4,4.3309608827297815e-09,815.625
5,10,1,8.947618997024865e-10,843.75
5,10,2,8.900607266905318e-10,843.75
5,10,3,1.2078756814695246e-09,843.75
5,10,4,3.7326283997591706e-09,843.75
5,10,1,9.028545347762493e-10,871.875
5,10,2,9.015882963705855e-10,871.875
5,10,3,1.2084646998963419e-09,871.875
5,10,4,3.9389694696762916e-09,871.875
5,10,1,8.405635865871689e-10,900.0
5,10,2,8.386776702074377e-10,900.0
5,10,3,1.2037307850150462e-09,900.0
5,10,4,4.270841825625775e-09,900.0
5,10,1,7.710114762910874e-10,928.125
5,10,2,7.714148026138642e-10,928.125
5,10,3,1.128017400589588e-09,928.125
5,10,4,4.200951741818631e-09,928.125
5,10,1,8.555806515787345e-10,956.25
5,10,2,8.546257427793724e-10,956.25
5,10,3,1.245421813136146e-09,956.25
5,9,4,4.687159366413764e-09,956.25
5,10,1,8.622029954833069e-10,984.375
5,10,2,8.609450899538349e-10,984.375
5,10,3,1.3011727371889383e-09,984.375
5,9,4,4.992751508662323e-09,984.375
5,10,1,7.648337557137109e-10,1012.5
5,10,2,7.635533386998656e-10,1012.5
5,10,3,1.2556251719517224e-09,1012.5
5,10,4,4.801742641657561e-09,1012.5
5,10,1,7.920138548884678e-10,1040.625
5,10,2,7.91975693551952e-10,1040.625
5,10,3,1.2019382312984124e-09,1040.625
5,10,4,4.705117005474639e-09,1040.625
5,10,1,8.164613123543551e-10,1068.75
5,10,2,8.149792764842231e-10,1068.75
5,10,3,1.3492496740332076e-09,1068.75
5,9,4,5.305760490010654e-09,1068.75
5,10,1,8.292826845989246e-10,1096.875
5,10,2,8.276586359692102e-10,1096.875
5,10,3,1.4965578919944865e-09,1096.875
5,10,4,5.3879634733048285e-09,1096.875
5,10,1,8.22001202326892e-10,1125.0
5,10,2,8.220402918758389e-10,1125.0
5,10,3,1.3885246972604555e-09,1125.0
5,10,4,5.3086574635010754e-09,1125.0
5,10,1,8.090596066829371e-10,1153.125
5,10,2,8.095111477191338e-10,1153.125
5,10,3,1.356334669206053e-09,1153.125
5,10,4,5.416444090267783e-09,1153.125
5,10,1,7.94298540028925e-10,1181.25
5,10,2,7.960215734140279e-10,1181.25
5,10,3,1.4202945250319495e-09,1181.25
5,9,4,6.1322468853321174e-09,1181.25
5,10,1,7.769771885111261e-10,1209.375
5,10,2,7.784647416906713e-10,1209.375
5,10,3,1.4961650429410864e-09,1209.375
5,10,4,6.013560904511428e-09,1209.375
5,10,1,7.744946283345073e-10,1237.5
5,10,2,7.749453305222045e-10,1237.5
5,10,3,1.4178386554139469e-09,1237.5
5,10,4,5.982021431307191e-09,1237.5
5,10,1,7.681613958447324e-10,1265.625
5,10,2,7.681322518868214e-10,1265.625
5,10,3,1.3657294574389958e-09,1265.625
5,10,4,6.3392997298261205e-09,1265.625
5,10,1,7.668774852294543e-10,1293.75
5,10,2,7.663374014451963e-10,1293.75
5,10,3,1.4866426236699136e-09,1293.75
5,9,4,6.962057871053019e-09,1293.75
5,10,1,7.604927534180108e-10,1321.875
5,10,2,7.597969080455254e-10,1321.875
5,10,3,1.5892013976076953e-09,1321.875
5,10,4,6.6710955048516365e-09,1321.875
5,10,1,7.412085263375059e-10,1350.0
5,10,2,7.422484377228186e-10,1350.0
5,10,3,1.6580777407617465e-09,1350.0
5,10,4,6.870888530659403e-09,1350.0
5,10,1,7.74787654588464e-10,1378.125
5,10,2,7.754904897309101e-10,1378.125
5,10,3,1.5584232794664904e-09,1378.125
5,10,4,7.3432392745837145e-09,1378.125
5,10,1,7.67755691945516e-10,1406.25
5,10,2,7.678155664833497e-10,1406.25
5,10,3,1.5585090350712734e-09,1406.25
5,10,4,7.461638087828288e-09,1406.25
5,10,1,7.67836274711774e-10,1434.375
5,10,2,7.677591765642819e-10,1434.375
5,10,3,1.517206979521915e-09,1434.375
5,10,4,7.527833322696494e-09,1434.375
5,10,1,7.76679925113175e-10,1462.5
5,10,2,7.76023081151805e-10,1462.5
5,10,3,1.5870078740479906e-09,1462.5
5,10,4,7.977882861342096e-09,1462.5
