Degree,FluxConvRates,FluxErrors,Mesh,NumCells,PostProccssedDivFluxErrors,PostProccssedDivFluxRates,PostProcessedFluxErrors,PostProcessedFluxRates,PostProcessedScalarErrors,PostProcessedScalarRates,ScalarConvRates,ScalarErrors
2,---,0.0883854317963736,1,8,0.32126818637238264,---,0.0491140194914003,---,0.005668383404418917,---,---,0.023846887276288482
2,2.60337075387,0.01454413848784938,2,32,0.042711679661248815,2.40981422982,0.009242279776955268,2.40981422982,0.0004724243490013227,3.58478211514,3.26317715959,0.002483804974870049
2,2.35765903529,0.0028376701516537473,3,128,0.005422011039566187,2.15502242221,0.002075165414491604,2.15502242221,4.658151040586881e-05,3.3422539991,3.10746479755,0.000288188985425842
2,2.13229361105,0.0006472582214725923,4,512,0.0006803727980954705,2.04652998793,0.0005023261732720818,2.04652998793,5.328548029860261e-06,3.12794304643,3.03128043668,3.525096751630331e-05
2,2.03731530794,0.0001576828849798224,5,2048,8.512872399348859e-05,2.01325398798,0.00012443311351918192,2.01325398798,6.488635907776607e-07,3.03775534768,3.00820152323,4.381392392815699e-06
2,2.00942755487,3.916395916793538e-05,6,8192,1.0643658700947189e-05,2.00392465995,3.102376744893316e-05,2.00392465995,8.052014529102646e-08,3.01049353479,3.00210839433,5.46874247707587e-07
