Degree,FluxConvRates,FluxErrors,Mesh,NumCells,PostProccssedDivFluxErrors,PostProccssedDivFluxRates,PostProcessedFluxErrors,PostProcessedFluxRates,PostProcessedScalarErrors,PostProcessedScalarRates,ScalarConvRates,ScalarErrors
1,---,0.37458542604193795,1,8,1.4432387411611216,---,0.23556410303821726,---,0.031006561518666997,---,---,0.17000063879924213
1,1.90743640783,0.0998516630974006,2,32,0.384625326128471,1.96513128345,0.06033171189679164,1.96513128345,0.003947203639438406,2.97367069068,1.81561087034,0.0482944495986398
1,1.9801811498,0.02530820710670733,3,128,0.0977183901959957,1.99254191832,0.015161101786275305,1.99254191832,0.0004844157559935278,3.02651325529,1.94295469916,0.012560576595019426
1,1.99652013893,0.00634233139940844,4,512,0.024528403776145524,1.99811829981,0.0037952223099599696,1.99811829981,5.960107912375483e-05,3.02283543341,1.98070310849,0.0031824275690545867
1,1.99983966578,0.00158575907373426,5,2048,0.006138294841871311,1.99941386246,0.0009491911361432814,1.99941386246,7.3796384812558715e-06,3.01371640463,1.9926756792,0.0007996563254902947
1,2.00031136254,0.00039635421800863417,6,8192,0.0015349611460096057,1.99978078307,0.00023733384407886363,1.99978078307,9.177272343650114e-07,3.00741281568,1.99691802794,0.00020034160636705963
