Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,PostProcessedScalarErrors,PostProcessedScalarRates,FluxErrors,FluxConvRates,PostProcessedFluxErrors,PostProcessedFluxRates
1,1,8,0.17000063879923913,---,0.03100656151866682,---,0.37458542604193584,---,0.2355641030382167,---
2,1,32,0.048294449598640814,1.8156108703434068,0.003947203639434577,2.9736706906797923,0.09985166309737648,1.907436407830479,0.06033171189679237,1.96513128345461
3,1,128,0.01256057659502124,1.9429546991622393,0.0004844157559850461,3.026513255313269,0.0253082071065956,1.9801811498058368,0.015161101786250122,1.9925419183201833
4,1,512,0.0031824275690552806,1.9807031084913085,5.9601079113823945e-05,3.022835433622836,0.006342331399120655,1.9965201389920189,0.003795222309865203,1.9981182998411864
5,1,2048,0.0007996563254907,1.9926756792010665,7.37963871059741e-06,3.0137163595559713,0.00158575908456969,1.9998396558539528,0.0009491911364882764,1.9994138618970878
6,1,8192,0.0002003416063228214,1.9969180282556456,9.177267647712223e-07,3.0074135987304116,0.00039635417393613163,2.0003115328170105,0.0002373338432689491,1.999780788512689
7,1,32768,5.013389772603902e-05,1.9986037588703953,1.1440745563486752e-07,3.0038836114392904,9.907031612814943e-05,2.000265408431066,5.933728300929952e-05,1.999907066268271
