Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,PostProcessedScalarErrors,PostProcessedScalarRates,FluxErrors,FluxConvRates,PostProcessedFluxErrors,PostProcessedFluxRates
1,1,8,0.10963066224943427,---,0.03857049763407605,---,0.3920329774549681,---,0.262734777996716,---
2,1,32,0.023386429091852685,2.2289078611016615,0.00808283134988001,2.2545651087194214,0.12570425629201987,1.6409415180117475,0.0961603864666422,1.4500925821885842
3,1,128,0.005488100639080289,2.091292748727263,0.0019071472235397571,2.0834445280291263,0.04730168004494393,1.4100701688807724,0.04251496043685757,1.1774720988507439
4,1,512,0.0013475917726454877,2.025923411828056,0.0004698858956338536,2.0210338490491897,0.021133690253691176,1.1623467205456548,0.02049777000813527,1.0525036306755642
5,1,2048,0.000335344082791512,2.0066694748490375,0.00011705765800170267,2.0050911438695938,0.01022271869305416,1.0477657785312853,0.010150919246800807,1.0138565838131437
6,1,8192,8.373869838460326e-05,2.0016757472163356,2.9239235184349506e-05,2.001241839675806,0.005067206064232903,1.012516522395209,0.0050630712757292855,1.0035256817427898
7,1,32768,2.0928595439976192e-05,2.0004190006428066,7.308258488185282e-06,2.0003060078308703,0.002528043177498556,1.0031693949276956,0.0025299797569140778,1.000886952474593
