KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
10.13503988981247,7.151285845041275,1.2619865238666534,0.6938945531845093,3.6107715725898744,14.440117740631104,4,7.732346146742855e-09,2146689,32,32,CG Helmholtz,196608,40,7.512673617030629e-09
