KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.13120204210281372,0.09407333731651306,0.03211913704872131,0.0056988239288330075,0.010517847537994385,0.147459214925766,3,7.581388241229724e-05,15625,13,8,CG Helmholtz,3072,40,9.1790177752638e-05
