ErrorPP,HDGInit,HDGPPTime,HDGRecover,HDGRhs,HDGSolve,HDGTotal,HDGTotalSolve,HDGUpdate,KSPSolve,PCApply,PCSetUp,SNESJacobianEval,degree,disc_error_u,ksp_iters,mesh_size,name,num_cells,num_processes,trace_dofs,true_err_u,u_dofs
1.9047288820261894e-07,0.0,0.14206809997558595,0.8714179694652557,0.630869847536087,1.9675010919570923,4.130216181278229,3.9881480813026426,0.5183591723442078,3.9900037705898286,3.4712995409965517,1.0052595794200898,0.0008009552955627441,3,9.608006178115157e-06,25,16,HDG Helmholtz,24576,40,506880,8.39384351603138e-06,491520
