KSPSolve,PCApply,PCSetUp,SNESJacobianEval,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.18821757435798644,0.10853456854820251,0.05730303525924683,0.033511686325073245,4,7.83720919162803e-06,35937,20,8,CG Helmholtz,3072,40,7.103311248460802e-06
