KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.8808967471122742,0.6184306144714355,0.17791972756385804,0.09715002179145812,0.4604125678539276,1.4385338604450226,4,2.472151923077378e-07,274625,24,16,CG Helmholtz,24576,40,2.3556204459630696e-07
