ErrorPP,HDGInit,HDGPPTime,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error_u,flux_dofs,ksp_iters,mesh_size,name,num_cells,num_processes,scalar_dofs,trace_dofs,true_err_u
1.8012336595470797e-08,0.0,0.9767186105251312,8.71107582449913,6.316194826364518,66.85114992260932,43.89448453187943,6.952676129341126,65.88305814266205,58.9219156563282,11.947833776473999,1.2751478850841522,0.02029649615287781,67.18882614374161,2,3.603423061962138e-06,47185920,40,64,HDG Helmholtz,1572864,40,15728640,19021824,2.943151883244501e-06
