ErrorPP,HDGInit,HDGPPTime,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error_u,flux_dofs,ksp_iters,mesh_size,name,num_cells,num_processes,scalar_dofs,trace_dofs,true_err_u
2.445917556303291e-07,0.0,2.071571445465088,9.492072451114655,6.645825344324112,180.21296479701996,151.85024507045745,10.153250485658646,178.17994217276572,167.9884436547756,36.754599440097806,2.085839772224426,0.06845594644546509,180.37475982308388,1,0.000114978910820419,150994944,36,128,HDG Helmholtz,12582912,40,50331648,75792384,6.497061990278592e-05
