KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
2.0903928756713865,1.5145213961601258,0.4006431519985199,0.25185388922691343,0.40931676626205443,2.751705473661423,3,2.9699661652256547e-07,912673,23,32,CG Helmholtz,196608,40,3.298019971312622e-07
