KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
44.75350161194801,27.156021070480346,14.346675205230714,4.5487423717975615,3.952754521369934,53.25843036174774,2,8.493233208742858e-09,16974593,27,128,CG Helmholtz,12582912,40,3.3354261911587403e-07
