KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
22.671771651506425,16.782872569561004,3.017369145154953,1.7723523259162903,2.9146605312824247,27.360127264261244,3,1.8591373074433477e-08,7189057,32,64,CG Helmholtz,1572864,40,2.0454581849989465e-08
