ErrorPP,HDGInit,HDGPPTime,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error_u,flux_dofs,ksp_iters,mesh_size,name,num_cells,num_processes,scalar_dofs,trace_dofs,true_err_u
1.8662152969175982e-10,0.0,6.616529244184494,45.808640998601916,31.979982554912567,308.37228923439983,192.30694236755372,31.66019406914711,301.77446005940436,270.0957258462906,56.87065410614014,3.9357902824878694,0.047586894035339354,305.77430752515795,3,3.7639310848961856e-08,94371840,47,64,HDG Helmholtz,1572864,40,31457280,31703040,3.325806636772013e-08
