Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,FluxErrors,FluxConvRates,PostProcessedScalarErrors,PostProcessedScalarRates
1,1,4,0.06279090269333307,---,0.20272172832339846,---,0.017161261735591744,---
2,1,16,0.016112930971129955,1.9623366061689855,0.050989105428145436,1.991239797355672,0.002085341081234765,3.040800349754528
3,1,64,0.004054915550212189,1.9904751731906931,0.012762246879227895,1.9983066793993218,0.0002586253235714131,3.0113479219564216
4,1,256,0.001015405107281468,1.9976164467739759,0.003191452858590929,1.999597104802279,3.226404991093127e-05,3.002864097321048
5,1,1024,0.0002539561560299518,1.999404070488443,0.0007979183309261488,1.999900342272041,4.031002395486731e-06,3.0007169969917364
6,1,4096,6.349559568600478e-05,1.999851016816134,0.00019948301892378076,1.9999751486606068,5.038126805789146e-07,3.000179301363641
7,1,16384,1.5874308740765823e-05,1.9999627541669713,4.987096936813368e-05,1.9999937908430956,6.297462647702313e-08,3.0000448690528865
