Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,FluxErrors,FluxConvRates,PostProcessedScalarErrors,PostProcessedScalarRates
1,3,4,0.0008331774529296254,---,0.002637960050864073,---,0.00011090073639118379,---
2,3,16,5.3052992883579613e-05,3.9731177529056763,0.0001670025371762801,3.9814807906143748,3.4754592573800835e-06,4.995921502547643
3,3,64,3.3313297948434797e-06,3.9932640502730883,1.0470912684630854e-05,3.9954109172690777,1.086574620150109e-07,4.9993444727520995
4,3,256,2.084514441725425e-07,3.998314912514143,6.549514640212831e-07,3.9988553903867903,3.3958704393460116e-09,4.999862026654654
5,3,1024,1.3032020804618388e-08,3.9995786500749158,4.094258230472327e-08,3.9997139948369633,1.061233528037982e-10,4.999967351404265
6,3,4096,8.145608416261286e-10,3.9998945405578614,2.5590388292629104e-09,3.9999281547695325,3.3172508304902036e-12,4.999610246757025
7,3,16384,5.0912053321453906e-11,3.999943304481125,1.5994916990328291e-10,3.9999166277458738,3.36029624245507e-13,3.3033277729671
