Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,FluxErrors,FluxConvRates,PostProcessedScalarErrors,PostProcessedScalarRates
1,1,8,0.25883284559461556,---,0.6376412404888026,---,0.11686605543033264,---
2,1,32,0.132040883799353,0.9710360051057779,0.1837604597274549,1.7949185698719403,0.03275871984890537,1.8349050644702447
3,1,128,0.06566978340839172,1.0076830981324636,0.04779519390898968,1.9428889120871407,0.008490492332132633,1.947958862339969
4,1,512,0.03275521548492639,1.0035050573290378,0.012079575301177262,1.9842958212610458,0.0021437126379699935,1.9857366854647756
5,1,2048,0.016366339444469583,1.0009929602062684,0.0030291660373162168,1.9955771689873527,0.0005372959602226706,1.9963226312891926
6,1,8192,0.008181718465271074,1.0002558796865715,0.0007579896646431581,1.998670576394663,0.00013441052623421325,1.9990708650181301
7,1,32768,0.004090676474321466,1.0000644535507464,0.0001895554099100821,1.9995585454617129,3.360806290590548e-05,1.9997668294318394
