Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,FluxErrors,FluxConvRates,PostProcessedScalarErrors,PostProcessedScalarRates
1,2,4,0.008384226010658472,---,0.02668392705731277,---,0.001523113729630936,---
2,2,16,0.0010711344443403473,2.9685380350925445,0.0033764333975976075,2.98239899791521,9.451492924004373e-05,4.010337630176541
3,2,64,0.00013462870675029975,2.9920816001887407,0.0004233095402000652,2.9957151912691278,5.8909550483113104e-06,4.003968780794543
4,2,256,1.6851754244337476e-05,2.998015380335029,5.2952675679332306e-05,2.9989375132647402,3.6791027503337115e-07,4.0010756706614945
5,2,1024,2.107194334599551e-06,2.9995035047888,6.620300627995775e-06,2.9997349484662488,2.299002671887805e-08,4.000273920737045
6,2,4096,2.6342195858165416e-07,2.999875854599662,8.275755674398632e-07,2.999933773161001,1.4368099985827111e-09,4.000066942873764
7,2,16384,3.292845322439156e-08,2.9999689624476376,1.0344813300180407e-07,2.999983444916733,8.980400613129676e-11,3.999945679917924
