Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,FluxErrors,FluxConvRates,PostProcessedScalarErrors,PostProcessedScalarRates
1,0,8,0.2433300879375173,---,0.9820079709941856,---,0.11002919621031988,---
2,0,32,0.1286593228036295,0.9193587213547597,0.5018495791334974,0.9684797293005867,0.030388052043155096,1.8563102909366012
3,0,128,0.06517310436012633,0.9812073792893738,0.2516412811612571,0.9958863933290784,0.007766161740466289,1.9682305384641214
4,0,512,0.03269044231368977,0.9954078183810037,0.1258916363856337,0.9991861716102577,0.0019520292647024742,1.9922270717105648
5,0,2048,0.016358155166878958,0.998858843629896,0.0629542427329423,0.9998069255536569,0.0004886649586590758,1.9980571216826761
6,0,8192,0.008180692659934334,0.9997151472395162,0.03147816265563861,0.9999522752461052,0.00012220741026564117,1.9995138868508315
7,0,32768,0.004090548161786934,0.9999288141985394,0.015739211147932888,0.9999881003180703,3.055442703653625e-05,1.9998784355614523
