KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.03337632417678833,0.017734050750732422,0.013951659202575684,0.0017689704895019532,0.009655702114105224,0.044837892055511475,4,0.0002466957747987143,4913,16,4,CG Helmholtz,384,40,0.00021744993679494501
