KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.048633110523223874,0.0230876088142395,0.023218715190887453,0.0035585582256317137,0.010686916112899781,0.06291850209236145,3,7.581388241232046e-05,15625,13,8,CG Helmholtz,3072,40,9.179017775263448e-05
