ErrorPP,HDGInit,HDGPPTime,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error_u,flux_dofs,ksp_iters,mesh_size,name,num_cells,num_processes,scalar_dofs,trace_dofs,true_err_u
2.445917556303291e-07,0.0,1.9798616230487824,8.742206037044525,6.247500389814377,143.93471727371215,118.67202217578888,8.293127048015595,141.98100294470788,133.66192411780358,32.5213630259037,1.8471014559268952,0.08688516616821289,143.95672082901,1,0.000114978910820419,150994944,36,128,HDG Helmholtz,12582912,40,50331648,75792384,6.497061990278592e-05
