KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.06626238822937011,0.025179338455200196,0.03860732913017273,0.008660906553268432,0.012675392627716064,0.08764138221740722,2,3.1119619784740326e-05,35937,11,16,CG Helmholtz,24576,40,0.00017040754746366378
