ErrorPP,HDGInit,HDGPPTime,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error_u,flux_dofs,ksp_iters,mesh_size,name,num_cells,num_processes,scalar_dofs,trace_dofs,true_err_u
0.0001798933640661805,0.0,0.0018909454345703125,0.011179810762405396,0.007858330011367798,0.0763138234615326,0.04465342164039612,0.010731315612792969,0.07452157139778137,0.06372646093368531,0.03071090579032898,0.0038672149181365966,0.00022169947624206543,0.07864875793457031,3,0.0021997182360283074,23040,18,4,HDG Helmholtz,384,40,7680,8640,0.0018476447060661464
