KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.006176036596298218,0.0011819779872894287,0.004666244983673096,0.0008274793624877929,0.0009710371494293212,0.008021432161331176,2,0.004894937080920316,729,5,4,CG Helmholtz,384,40,0.010698919420680483
