KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.25044179558753965,0.14379491806030273,0.08670485615730286,0.03324387669563293,0.05932050943374634,0.3430609226226807,3,4.74287619273301e-06,117649,17,16,CG Helmholtz,24576,40,5.405111115199947e-06
