ErrorPP,HDGInit,HDGPPTime,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error_u,flux_dofs,ksp_iters,mesh_size,name,num_cells,num_processes,scalar_dofs,trace_dofs,true_err_u
4.604790066986801e-06,0.0,0.020348179340362548,0.16811199784278869,0.126422917842865,0.8926451027393342,0.46565901637077334,0.11210299134254456,0.8724900543689728,0.7602337419986724,0.22107746601104736,0.023712289333343507,0.00047264695167541503,0.8967686533927918,2,0.0002312898543565297,737280,24,16,HDG Helmholtz,24576,40,245760,304128,0.00018603207301880247
