KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
8.2750792324543,6.381487375497818,0.8994449317455292,0.6875343203544617,3.4367353498935698,12.399707055091858,4,7.732346150971063e-09,2146689,32,32,CG Helmholtz,196608,40,7.512673616584724e-09
