KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
0.019574159383773805,0.008373862504959107,0.010392433404922486,0.001199871301651001,0.002199900150299072,0.023010098934173585,3,0.0015903588857188798,2197,10,4,CG Helmholtz,384,40,0.0018302828287378265
