KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error,dofs,ksp_iters,mesh_size,name,num_cells,num_processes,true_err
3.6280550837516783,2.1985117137432098,1.1923389732837677,0.6105868458747864,0.4952706456184387,4.734264379739761,2,1.2290014052279403e-07,2146689,20,64,CG Helmholtz,1572864,40,2.6674048206842275e-06
