ErrorPP,HDGInit,HDGPPTime,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,degree,disc_error_u,flux_dofs,ksp_iters,mesh_size,name,num_cells,num_processes,scalar_dofs,trace_dofs,true_err_u
0.007805783997830531,0.0,0.000567626953125,0.0010112464427947999,0.0006792902946472168,0.01476288437843323,0.01152397394180298,0.0009807467460632325,0.014287805557250977,0.01323477029800415,0.007502609491348266,0.002891963720321655,0.00020925402641296386,0.01742500066757202,1,0.10691046490974063,4608,10,4,HDG Helmholtz,384,40,1536,2592,0.05972143209293933
