Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,FluxErrors,FluxConvRates,PostProcessedScalarErrors,PostProcessedScalarRates
1,3,8,0.01629772846775623,---,0.018063598077121896,---,0.0012676196479036608,---
2,3,32,0.0021639700463098525,2.9129184650102555,0.0011952468400151255,3.9177047943747128,4.083257651818391e-05,4.956257512447546
3,3,128,0.0002746835872764886,2.9778379144255065,7.560326252180779e-05,3.9827162885986183,1.2705921504530121e-06,5.006147687261705
4,3,512,3.4468098662975016e-05,2.9944370862250747,4.740537534568621e-06,3.9953259304508184,3.9625295955161015e-08,5.002935490721413
5,3,2048,4.312671610567218e-06,2.9986079476300067,2.966323002324377e-07,3.9983030508805237,1.2379642296525899e-09,5.000380176229869
6,3,8192,5.392140375806634e-07,2.9996519054942374,1.8548950688017397e-08,3.999266219947098,3.882001393593311e-11,4.995025183026565
7,3,32768,6.740582157272818e-08,2.999912953548041,1.1605449758276421e-09,3.9984632368976336,1.06540766646714e-11,1.8653950685593585
