Mesh,Degree,NumCells,ScalarErrors,ScalarConvRates,FluxErrors,FluxConvRates,PostProcessedScalarErrors,PostProcessedScalarRates
1,3,8,0.002864903424820376,---,0.005460535016364725,---,0.0006492198200628235,---
2,3,32,0.00018931908466726806,3.919594749833278,0.0003376850687651538,4.015292016503445,2.085469785278662e-05,4.96026272923941
3,3,128,1.1999419425095217e-05,3.979783342086201,2.107665476415669e-05,4.001960580725061,6.55081199194412e-07,4.992554856162357
4,3,512,7.525991999338926e-07,3.994939038822094,1.318766589652419e-06,3.998384756386871,2.0488444336371226e-08,4.998791392451927
5,3,2048,4.7078729612726135e-08,3.998734459843204,8.251054020349751e-08,3.998467005975753,6.402816185175179e-10,4.999960043091608
6,3,8192,2.9430660314463974e-09,3.9996835743035803,5.160311525921868e-09,3.9990483580578213,2.0008775229225013e-11,5.000001827772989
7,3,32768,1.8395444537518785e-10,3.999899465867504,3.226974834187546e-10,3.9992039311816234,1.1711203154058578e-12,4.094671655872505
